Filename	Dimension1	Dimension2	Dimension3	Dimension4	Dimension5	Dimension6	Closest Text Type
DEM-KBW-028	28.88	-0.08	-1.28	1.54	-3.26	-1.17	Informational interaction
DEM-KBW-029	31.11	-2.98	-0.88	-1.11	-2.8	0.69	Informational interaction
DEM-KBW-025	31.22	-2.4	-2.13	-0.15	-0.65	-0.62	Informational interaction
DEM-KBW-031	15.36	-0.19	-10.63	-3.27	-1.73	-0.0399999999999998	Imaginative narrative
DEM-KBW-032	33.17	-2.92	-4.98	-2.63	-0.74	1.43	Informational interaction
DEM-KBW-033	48.13	-1.42	-0.5	2.35	2.62	-1.5	Intimate interpersonal interaction
DEM-KBW-034	27.3	2.5	-1.83	-0.31	-2.22	0.14	Informational interaction
DEM-KBW-035	27.31	-6.73	-1.59	0.220000000000001	2.07	-2.57	Informational interaction
DEM-KBW-036	26.41	0.12	-4.07	-1.57	-1.83	0.17	Informational interaction
DEM-KBW-026	34.39	0.02	-1.64	1.42	-2	-1.38	Informational interaction
DEM-KBW-038	29.88	-3.57	-1.68	2.6	-2	1.29	Informational interaction
DEM-KBW-030	35.4	-4.83	-3.26	4.58	-1.41	-0.83	Informational interaction
DEM-KBW-037	27.64	-0.82	-2.21	-5.21	3.08	-0.0699999999999998	Informational interaction
DEM-KBW-041	25.34	-4	-1.54	-0.89	-2.32	1.4	Informational interaction
DEM-KBW-039	29.97	-1.7	-1.64	0.77	-2.28	0.26	Informational interaction
DEM-KBW-043	20.23	-4.71	-10.83	-5.7	-3.92	0.6	Informational interaction
DEM-KBW-044	30.48	-0.69	-1.92	1.27	-1.27	-0.28	Informational interaction
DEM-KBW-040	27.93	-1.96	-2.87	0.63	-1.94	-0.09	Informational interaction
DEM-KBW-046	46.19	-5.4	-3.57	3.21	-3.26	0.14	Intimate interpersonal interaction
DEM-KBW-047	38.78	-1.42	-2.16	-0.95	-3.1	1.12	Intimate interpersonal interaction
DEM-KBW-048	17.06	-4.68	-6.62	2.26	-3.68	-1.09	Informational interaction
DEM-KBW-049	15.07	-4.02	-2.89	1.49	-3.51	-0.69	Involved persuasion
DEM-KBW-042	25.72	-3.31	-3.86	0.25	-2.19	0.16	Informational interaction
DEM-KBW-045	30.42	-2.27	-0.51	0.85	-2.24	0.26	Informational interaction
DEM-KBW-052	33.92	-3.26	-2.51	0.35	-2	1.29	Informational interaction
DEM-KBW-053	41.61	-3.18	-0.62	8.56	-3.24	-0.07	Intimate interpersonal interaction
DEM-KBW-050	30.73	-2.61	-2.63	-3.2	-0.74	-0.59	Informational interaction
DEM-KBW-055	28.08	-1.68	-2.86	1.38	-2.04	-1.17	Informational interaction
DEM-KBW-056	32.48	-2.12	-1.81	-3.55	-2.07	-0.15	Informational interaction
DEM-KBW-057	21.57	1.92	-2.73	3.54	-3.23	0.88	Informational interaction
DEM-KBW-058	44.45	-3.75	-2.96	0.29	-0.58	0.31	Intimate interpersonal interaction
DEM-KBW-051	38.51	-3	-0.74	4.2	-0.45	0.05	Intimate interpersonal interaction
DEM-KBW-060	37.78	-3.09	-1.14	1.97	-1.73	0.5	Informational interaction
DEM-KBW-061	29.47	-2.14	-2.62	0.77	-2.39	1.26	Informational interaction
DEM-KBW-054	29.91	-0.9	-0.89	-0.64	-2.32	0.67	Informational interaction
DEM-KCC-001	32.51	-0.41	-5.43	-6.86	-1.88	-3.5	Informational interaction
DEM-KBW-059	34.05	1.96	-0.47	1.96	-1.99	0.91	Informational interaction
DEM-KCF-001	24.47	-3.48	0.16	-3.94	-3.92	-3.5	Informational interaction
DEM-KCF-002	36.59	-2.23	1.37	-0.25	0.32	0.91	Informational interaction
DEM-KCF-003	34.15	-0.05	-0.66	6.44	-2.75	-0.91	Informational interaction
DEM-KCF-004	24.49	3.39	-1.87	-4.8	-3.21	-3.5	Informational interaction
DEM-KCF-005	24.41	0.46	1.97	-2.61	-1.44	-1.54	Informational interaction
DEM-KCF-006	41.23	-0.78	-3.16	2.63	-3.92	-2.26	Intimate interpersonal interaction
DEM-KCF-007	15.63	-6.2	-6.9	-9.27	-3.92	-3.5	Situated reportage
DEM-KCF-008	34.55	-0.53	-2.5	-2.98	-2.97	1.2	Informational interaction
DEM-KCF-009	40.94	-4.12	-3.5	3.47	-1.68	-3.5	Intimate interpersonal interaction
DEM-KBW-062	29.78	-3.19	-1.06	4.8	0.0199999999999998	3.86	Informational interaction
DEM-KCF-011	27.72	-1.86	-3.12	-2.69	-1.63	-0.89	Informational interaction
DEM-KCF-012	21.43	-5.65	-0.00999999999999979	-3.65	-1.68	-0.34	Informational interaction
DEM-KCF-013	24.15	-3.29	-0.34	1.45	-1.55	1.67	Informational interaction
DEM-KCF-014	34.85	-3.47	-1.44	2.82	-3.24	-1.9	Informational interaction
DEM-KCC-002	19.92	3.47	-3.42	-4.06	-2.08	-0.64	Informational interaction
DEM-KCF-016	31.57	-2.37	-1.38	-1.57	-1.96	0.78	Informational interaction
DEM-KCF-010	24.66	0.92	-1.31	-0.94	-2.11	0.0700000000000001	Informational interaction
DEM-KCF-018	25.5	4.19	-0.49	-5.27	-2.27	-2.71	Informational interaction
DEM-KCF-019	24.86	3.12	-1.77	-1.83	-2.29	-3.5	Informational interaction
DEM-KCF-020	27.73	4.68	-3.11	0.94	-2.71	-1.48	Informational interaction
DEM-KCF-021	33.86	-0.76	-0.94	-5.42	-1.99	2.57	Informational interaction
DEM-KCF-022	11.44	4.79	7.88	-9.27	-3.92	-3.5	Imaginative narrative
DEM-KCF-023	26.15	-3.16	-4.7	-2.53	-3.92	0.65	Informational interaction
DEM-KCF-024	49.22	-5.9	4.85	-0.25	-3.92	-1.04	Intimate interpersonal interaction
DEM-KCF-025	30.51	-2.42	-2.77	-3.52	-3.61	-0.74	Informational interaction
DEM-KCF-015	25	-4.75	-7.47	1.31	1.99	-1.93	Informational interaction
