Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
ACA-ALP-004	7817	5.20	196	0	0	0.18	6.08	1.68	1.66	4.71	1.05	0.17	0.92	0.13	1.98	3.80	0.28	0.05	0.84	0.95	0.75	0.01	7.02	0.31	0.87	0.28	0.12	0.36	0.41	0	1.04	0.01	9.62	0.01	0.15	24.42	4.16	0.13	0.01	0.73	13.55	0.40	0.17	0.51	0.56	1.04	0.14	0	0.55	0.03	3.81	0.04	0	0.06	0.18	0.03	0.40	0.15	1.05	0.05	1.42	0	0	2.03	4.00	1.55	4.62	3.13	0.33	0.28	0.01	0.78	1.70	0.23	0	1.98	0.22	0.40	0.08	0.12	1.50	0.03	0.58	0.10	0.08	0.51	0.01	0.04	0.40	0.18	0.08	0.01	0.01	0.22	0.51	0.38	0.28	
ACA-AMM-001	31960	5.08	213	0	0	0.22	5.55	0.79	0.79	4.82	0.92	0.38	1.18	0.10	1.46	1.44	0.11	0.09	0.20	1.09	0.35	0	10.64	0.39	0.79	0.25	0.26	0.10	0.27	0.02	1.28	0.02	10.22	0.00	0.07	25.92	1.52	0.13	0.01	0.69	12.12	0.73	0.33	0.61	0.16	1.13	0.16	0.01	1.64	0.05	3.90	0.09	0.02	0	0.08	0.06	0.12	0.60	0.97	0.09	1.75	0.33	0	2.10	1.76	1.43	3.61	6.13	0.64	0.04	0.00	0.37	2.36	0.11	0	1.66	0.10	0.77	0.17	0.15	1.23	0.03	0.06	0.33	0.12	0.53	0	0.05	0.12	0.06	0.04	0.02	0	0.09	0.28	0.33	0.34	
ACA-AMM-002	6867	4.92	207	0	0	0.25	5.10	0.63	0.63	4.76	0.47	0.38	0.93	0.15	1.08	1.34	0.10	0.13	0.16	1.37	0.50	0	10.75	0.25	0.73	0.51	0.41	0.16	0.55	0.09	1.59	0.04	8.37	0	0.15	23.40	1.81	0.20	0	0.33	12.03	1.25	0.41	0.98	0.06	1.19	0.19	0.01	1.79	0.03	3.80	0.15	0	0	0.22	0.15	0.33	0.41	1.63	0.13	1.27	0.35	0	3.45	1.97	1.73	3.58	5.82	0.82	0.13	0	0.35	2.18	0.12	0	1.75	0.09	0.86	0.23	0.19	1.35	0.03	0.29	0.32	0.23	0.63	0.01	0.03	0.29	0.07	0.16	0	0.06	0.19	0.26	0.20	0.31	
ACA-AS6-001	6862	5.18	238	0.06	0	0.80	7.08	0.85	0.85	3.56	1.71	0.04	1.22	0.07	1.66	1.79	0.09	0.13	0.57	0.71	0.41	0	10.51	0.20	0.74	0.23	0.15	0.25	0.66	0.01	1.40	0.04	10.97	0.03	0.19	21.54	6.38	0.12	0.04	1.27	13.19	1.03	0.22	0.41	0.67	0.51	0.32	0	1.18	0.03	2.91	0.12	0.01	0	0.17	0.01	0.39	0.36	1.36	0.13	0.87	0.13	0	2.55	2.80	1.56	2.90	3.63	0.58	0.29	0.01	0.57	1.54	0.23	0	0.96	0.12	0.73	0.10	0.10	0.86	0.06	0.52	0.20	0.07	0.41	0	0.12	0.19	0.10	0.03	0.07	0.06	0.20	0.19	0.12	1.05	
ACA-AS6-002	7427	5.00	200	0.07	0	0.79	5.71	0.62	0.62	3.77	0.98	0.13	1.32	0.03	1.94	3.90	0.12	0.08	0.40	0.83	0.28	0	11.61	0.18	0.44	0.18	0.16	0.05	0.47	0.04	1.74	0.01	8.48	0.09	0.04	25.22	4.12	0.27	0	1.36	13.57	0.59	0.19	0.28	0.77	0.43	0.01	0	0.71	0.01	1.97	0.07	0.01	0	0.11	0.01	0.39	0.38	1.29	0.05	0.94	0.08	0	1.89	5.25	1.53	3.39	1.47	0.89	0.26	0.03	0.39	1.10	0.31	0.01	1.58	0.07	0.57	0.24	0.11	1.00	0.01	0.69	0.09	0.11	0.23	0	0	0.20	0.11	0.07	0.11	0.01	0.51	0.16	0.26	1.17	
ACA-AS6-003	6329	5.16	238	0	0	0.71	5.85	1.34	1.34	4.19	0.95	0.17	0.76	0.09	1.88	3.16	0.09	0.24	0.51	1.09	0.70	0.02	10.10	0.30	0.54	0.51	0.41	0.49	0.35	0	1.53	0.05	10.73	0.08	0.19	22.80	4.09	0.30	0.02	1.56	13.37	0.87	0.17	0.52	0.60	0.62	0.27	0.02	0.68	0.02	2.97	0.13	0	0	0.13	0.05	0.40	0.46	1.00	0.09	0.49	0.02	0	2.20	1.75	2.05	3.19	4.06	0.63	0.22	0.02	0.62	1.63	0.17	0	1.01	0.09	0.90	0.06	0.14	1.09	0.08	0.43	0.16	0.09	0.44	0	0.06	0.11	0.06	0.02	0.05	0.09	0.36	0.27	0.16	0.96	
ACA-AS6-004	9077	5.14	197	0.01	0	0.97	5.75	0.76	0.76	3.49	1.31	0.19	0.76	0.08	2.37	1.83	0.04	0.17	0.47	1.15	0.59	0.01	9.69	0.20	0.46	0.08	0.37	0.11	0.53	0.01	1.48	0.01	9.67	0.06	0.14	23.00	5.22	0.11	0.01	1.36	12.76	0.78	0.23	0.42	0.89	0.59	0.39	0	0.83	0.04	2.61	0.15	0.04	0	0.10	0.02	0.34	0.29	1.96	0.09	1.47	0.08	0	3.14	1.87	1.59	3.77	4.53	0.54	0.42	0.08	0.48	1.34	0.15	0.11	1.58	0.04	0.90	0.13	0.20	0.96	0.09	0.72	0.13	0.03	0.39	0	0.08	0.31	0.09	0.01	0.07	0.03	0.25	0.19	0.15	1.38	
ACA-B1G-001	15313	5.08	193	0	0	0.41	3.42	1.46	1.46	4.33	0.88	0.15	0.56	0.08	1.38	2.99	0.10	0.04	0.74	1.06	0.46	0.01	10.65	0.24	0.30	0.28	0.15	0.38	0.43	0	0.95	0.01	8.36	0.25	0.23	26.40	4.64	0.23	0.01	1.07	12.23	0.69	0.22	0.74	0.15	0.83	0.22	0.02	0.99	0	2.31	0.05	0.03	0.03	0.08	0.05	0.41	0.20	1.78	0.09	0.38	0.12	0	3.22	1.02	1.97	3.95	4.98	0.63	0.11	0.02	0.23	1.57	0.19	0	1.80	0.08	0.40	0.08	0.18	1.14	0.02	0.44	0.06	0.06	0.50	0	0.04	0.48	0.04	0.03	0.07	0.01	0.34	0.38	0.36	0.48	
ACA-B17-002	16782	5.06	199	0.02	0	0.75	5.49	0.27	0.27	4.33	0.55	0.15	0.76	0.08	1.98	0.92	0.10	0.20	0.97	1.29	0.50	0.01	8.28	0.13	0.80	0.41	0.58	0	0.35	0.02	1.66	0.03	9.62	0.01	0.12	22.37	3.30	0.15	0.01	1.52	11.88	0.97	0.35	0.52	0.46	1.00	0.68	0.01	0.82	0.14	3.17	0.10	0.08	0	0.14	0.05	0.70	0.27	1.76	0.27	1.54	0.13	0	3.62	1.44	1.84	3.59	6.36	0.48	0.51	0.02	0.79	1.83	0.20	0.08	1.79	0.07	0.70	0.13	0.18	1.51	0.10	0.74	0.10	0.17	0.53	0	0.08	0.44	0.10	0.10	0.06	0.03	0.34	0.17	0.24	0.92	
ACA-B17-003	13088	4.87	216	0	0	0.63	5.14	0.32	0.32	3.87	1.25	0.19	0.87	0.11	1.92	2.17	0.16	0.18	0.78	1.12	0.39	0.02	8.84	0.27	0.89	0.42	0.96	0	0.46	0.01	1.38	0.05	8.19	0.01	0.11	22.68	2.71	0.24	0.02	1.15	13.10	0.86	0.35	0.73	0.33	0.99	0.60	0.02	0.90	0.15	3.26	0.11	0.11	0	0.11	0.11	0.50	0.18	1.82	0.16	1.47	0.14	0.01	3.66	1.38	1.62	3.42	5.82	0.55	0.38	0.02	0.73	1.85	0.15	0.08	1.47	0.05	0.76	0.20	0.15	1.17	0.28	0.69	0.11	0.11	0.43	0.02	0.18	0.31	0.09	0.11	0.05	0.03	0.27	0.21	0.12	0.76	
ACA-CLP-001	20420	5.09	211	0	0	0.14	2.74	0.43	0.43	4.38	0.25	0.32	0.21	0.18	2.86	1.41	0.06	0.27	0.60	1.01	0.69	0.01	10.19	0.28	0.68	0.56	0.03	0.08	0.54	0.01	1.50	0.03	8.08	0.05	0.45	21.32	4.60	0.14	0.00	1.15	11.88	1.20	0.11	1.12	0.07	1.19	0.48	0.01	1.06	0.06	3.75	0.14	0	0	0.13	0.03	0.22	0.21	1.78	0.10	1.08	0.02	0	4.04	0.41	1.88	3.19	6.13	0.91	0.42	0.00	0.60	2.25	0.24	0	1.82	0.00	0.28	0.17	0.07	1.05	0.17	0.22	0.03	0.10	0.52	0.01	0.07	0.46	0.03	0.04	0.10	0.01	0.56	0.14	0.31	0.17	
ACA-B1G-002	22355	5.28	175	0.04	0.01	0.22	3.99	1.48	1.48	3.76	1.06	0.20	0.33	0.06	2.11	2.31	0.10	0.12	0.77	0.94	0.54	0.01	8.90	0.22	0.44	0.26	0.39	0.38	0.86	0.01	1.07	0.02	9.38	0.18	0.19	26.03	5.01	0.18	0.02	1.73	13.22	0.57	0.31	0.61	0.27	0.78	0.31	0	1.13	0.03	2.53	0.07	0	0	0.10	0.04	0.23	0.30	1.42	0.09	0.43	0.13	0	2.81	0.77	1.78	3.42	4.90	0.48	0.15	0.02	0.18	1.52	0.21	0.00	1.45	0.11	0.68	0.16	0.16	1.00	0.00	0.30	0.05	0.13	0.43	0.00	0.07	0.33	0.06	0.02	0.04	0.01	0.19	0.27	0.36	0.29	
ACA-B2K-001	4680	5.11	206	0	0.17	0.21	4.51	1.86	1.86	4.72	0.38	0.17	0.49	0.04	1.54	3.01	0.09	0.30	0.83	1.97	0.98	0	9.74	0.36	0.43	0.26	0.34	0.19	0.02	0	0.96	0.02	7.52	0.09	0.24	20.38	6.39	0.11	0	1.24	12.09	1.60	0.15	1.09	0.09	1.52	0.53	0	0.85	0	2.59	0.02	0	0.45	0.19	0.09	0.56	0.36	1.03	0.09	0.36	0.34	0	4.06	0.28	1.69	4.08	6.71	0.68	0.13	0	0.49	2.65	0.62	0	1.92	0.04	0.66	0.34	0.15	1.62	0	0.13	0.17	0.15	0.77	0.02	0.26	0.17	0.11	0.02	0	0	0.11	0.21	0.13	0.21	
ACA-B2K-002	1128	4.74	179	0	0	0	5.41	3.99	3.99	4.17	0.09	0.09	0.98	0	1.42	5.76	0	1.33	0.89	1.77	1.33	0.09	9.93	0.18	0	0.09	0.44	0	0	0	0.89	0	6.21	0.18	0.09	19.24	5.76	0.27	0	0.71	11.97	1.68	0.35	1.51	0	1.42	0.18	0	0.44	0	3.46	0	0	0.35	0	0	0.35	0.35	1.42	0.09	0.18	0.18	0	3.90	0.44	2.48	3.81	6.21	1.06	0	0	0.27	1.86	0.27	0	2.30	0	0.35	0.35	0.35	1.24	0	0.44	0.27	0	0.71	0	0.35	0.35	0.35	0	0.18	0	0.18	0.35	0.27	0	
ACA-B2K-003	6033	4.91	182	0	0.02	0.13	4.38	4.33	4.34	4.44	0.08	0.02	0.90	0.02	1.62	5.50	0.10	0.36	0.90	2.12	1.09	0	10.39	0.18	0.20	0.27	0.18	0.10	0.03	0	0.86	0.03	5.97	0.08	0.23	17.50	6.27	0.18	0	0.83	11.85	1.48	0.36	1.61	0.03	1.31	0.28	0	0.41	0	3.22	0	0	0.30	0.03	0.05	0.61	0.48	1.43	0.05	0.35	0.20	0	4.08	0.27	2.27	5.14	6.66	1.06	0.02	0	0.38	2.22	0.76	0	2.54	0.07	0.80	0.45	0.18	1.89	0.02	0.17	0.38	0.07	1.19	0	0.20	0.27	0.27	0.02	0.05	0.02	0.12	0.36	0.20	0.08	
ACA-B2K-004	1342	4.90	196	0	0	0.07	6.63	6.93	6.93	4.40	0.30	0.07	1.49	0.07	2.31	7.38	0	0	1.12	2.01	1.42	0	8.42	0.30	0.30	0	0.22	0.45	0.07	0	0.60	0	5.89	0.75	0.22	15.28	7.97	0.07	0	1.12	10.73	1.64	0.22	1.94	0.22	1.34	0.15	0	0.15	0	3.13	0	0	0.22	0	0.07	0.30	0.82	1.71	0.07	0.22	0.15	0	4.62	0.30	1.79	5.44	6.04	0.97	0	0.07	0.22	2.16	0.67	0	2.91	0.67	0.30	0	0.15	2.24	0	0.75	0.67	0	0.75	0	0.37	0.45	0.45	0.07	0.22	0.07	0.07	0.22	0.15	0.07	
ACA-B2K-005	3727	5.06	167	0	0	0.05	5.18	5.18	5.18	4.35	0.08	0.03	0.91	0	1.13	6.04	0.08	0.59	0.54	1.69	1.26	0.03	10.06	0.24	0.27	0.05	0.13	0.03	0.35	0	0.86	0	6.63	0.16	0.11	15.86	8.96	0.16	0	1.02	10.79	1.29	0.16	1.74	0.38	1.10	0.32	0	0.46	0	3.86	0	0	0.11	0.03	0.11	0.43	0.43	1.58	0.03	0.40	0.19	0	3.70	0.51	2.09	5.96	6.14	0.78	0.11	0.03	0.21	2.04	0.99	0	3.01	0.11	0.86	0.21	0.11	1.69	0.05	0.24	0.27	0.03	1.18	0	0.13	0.11	0.27	0.05	0.05	0	0.21	0.32	0.27	0.05	
ACA-B2K-006	3371	5.09	166	0	0	0	4.42	3.77	3.77	4.63	0.09	0.06	0.74	0	1.10	4.75	0.06	0.15	0.68	1.90	1.01	0.03	11.42	0.21	0.24	0.21	0.18	0.03	0.12	0	0.83	0	5.55	0.03	0.18	17.38	7.62	0.18	0	1.25	11.51	1.42	0.24	1.57	0.03	0.98	0.30	0.06	0.33	0	3.50	0	0	0.12	0.03	0.09	0.59	0.36	1.10	0.03	0.47	0.27	0	3.74	0.53	2.40	6.20	6.50	1.25	0	0.03	0.18	1.96	0.86	0	2.67	0.09	1.45	0.39	0.15	1.60	0	0.36	0.27	0.09	1.33	0	0.39	0.18	0.36	0	0.03	0.03	0.44	0.47	0.36	0	
ACA-B2K-007	1565	4.95	167	0	0	0.13	3.51	2.88	2.88	4.15	0.06	0.06	0.96	0.13	1.73	4.09	0.06	0.06	0.51	1.85	0.70	0	11.88	0.19	0.26	0.06	0.19	0.06	0	0	1.09	0	7.35	0.13	0.13	19.23	5.94	0.32	0	0.96	12.14	1.53	0.38	0.89	0.32	0.96	0.06	0	0.51	0	2.43	0.06	0	0.26	0	0	0.32	0.70	1.85	0.06	0.38	0.19	0	3.13	0.45	2.75	5.24	6.33	0.77	0	0.06	0.32	1.73	0.64	0	2.36	0	1.02	0.06	0.06	1.66	0	0.19	0.26	0	0.70	0	0.13	0.58	0.06	0	0.06	0.06	0.26	0.38	0.38	0	
ACA-B2K-008	2083	5.15	178	0	0	0.10	4.22	3.12	3.12	4.85	0.29	0.10	0.62	0.05	0.86	4.32	0.05	0	0.86	2.21	0.91	0	11.62	0.24	0.19	0.19	0.19	0	0.05	0	1.01	0	6.77	0.14	0.24	19.44	6.29	0.19	0	1.30	11.47	1.34	0.43	1.30	0.05	1.01	0.43	0	0.48	0	3.26	0	0	0.29	0	0.05	0.62	0.38	1.10	0.14	0.34	0.29	0	4.03	0.24	1.25	5.28	6.82	0.96	0	0.05	0.53	1.73	1.01	0	2.59	0.05	1.06	0.38	0.10	1.63	0	0.24	0.34	0.14	0.91	0	0.19	0.10	0.24	0.10	0.05	0	0.19	0.19	0.10	0.10	
ACA-B17-001	3456	4.90	236	0	0	0.29	5.44	0.20	0.20	4.57	0.55	0.12	0.95	0.12	3.13	0.81	0.29	0.17	1.10	1.07	0.46	0	7.87	0.03	0.43	0.38	0.75	0	0.75	0	1.36	0	9.17	0.03	0.09	21.30	2.92	0.14	0	1.85	11.78	1.33	0.20	1.13	0.14	1.33	0.84	0	0.95	0.09	2.92	0.12	0.55	0	0.09	0.06	0.52	0.17	1.91	0	0.78	0.23	0.03	4.83	0.29	1.68	2.98	6.89	0.90	0.35	0	1.24	2.43	0.20	0.03	1.53	0	0.32	0	0.14	1.65	0.03	0.32	0.06	0.03	0.49	0.03	0.12	0.29	0.06	0.06	0.03	0.06	0.61	0.17	0.12	0.38	
ACA-CLP-002	19577	5.16	217	0	0	0.21	2.68	0.76	0.76	4.44	0.26	0.19	0.23	0.20	2.48	1.43	0.10	0.23	0.69	1.01	0.68	0	9.76	0.24	0.69	0.55	0.19	0.14	1.25	0.01	1.26	0.03	8.05	0.11	0.27	21.00	4.57	0.13	0	1.35	12.25	0.98	0.14	1.20	0.10	1.08	0.41	0.01	0.85	0.05	3.84	0.05	0.03	0	0.17	0.06	0.19	0.22	1.57	0.12	1.23	0.01	0	3.89	0.56	2.18	3.20	6.30	0.90	0.36	0	0.77	2.19	0.26	0	1.59	0.03	0.31	0.11	0.05	1.35	0.13	0.25	0.02	0.16	0.64	0.02	0.08	0.43	0.11	0.07	0.09	0	0.70	0.23	0.34	0.24	
ACA-CLW-001	14650	5.29	241	0	0	0.74	5.00	0.85	0.85	3.57	1.00	0.14	0.63	0.10	1.93	0.87	0.05	0.19	0.57	1.00	0.39	0	8.59	0.31	0.74	0.23	0.57	0.08	0.51	0.01	1.67	0.02	8.65	0.03	0.15	23.84	4.66	0.17	0	1.57	12.93	0.96	0.16	0.59	0.74	0.92	0.48	0.01	1.00	0.05	3.29	0.05	0.01	0	0.19	0.04	0.46	0.33	1.92	0.16	1.77	0.03	0	3.41	2.13	1.95	3.26	4.40	0.64	0.39	0.03	0.44	1.63	0.16	0.01	1.29	0.03	0.87	0.18	0.16	1.33	0.05	0.48	0.05	0.17	0.46	0	0.08	0.49	0.14	0.05	0.07	0.03	0.45	0.25	0.33	0.90	
ACA-CLW-002	22803	5.36	217	0.02	0	0.60	5.65	1.21	1.21	3.58	0.83	0.24	0.57	0.07	2.19	2.51	0.13	0.10	0.77	1.04	0.52	0.01	7.65	0.29	0.66	0.21	0.22	0.27	0.47	0.00	1.16	0.01	11.05	0.02	0.10	23.19	5.50	0.15	0.00	2.05	13.38	0.71	0.18	0.44	0.53	0.82	0.18	0.01	0.78	0.01	2.85	0.04	0.00	0	0.10	0.09	0.50	0.31	1.46	0.17	1.12	0.07	0	2.55	1.43	1.53	3.29	4.98	0.78	0.25	0.01	0.32	1.46	0.21	0	1.34	0.12	0.71	0.24	0.11	1.27	0.07	0.43	0.08	0.13	0.42	0.01	0.05	0.37	0.13	0.04	0.08	0.04	0.39	0.18	0.24	0.78	
